Category,Language,Business Name,Phone #,Phone # 2,Website,Site Rating,Reviews,Rating,Owner First Name,Owner Last Name,Owners Cel #,Owners Phone #,Personal Email,Business Email,Owner Social Media,Owner Social Media 2,Instagram,Facebook,Linkedin,Business Address,City,County,State,Google Link,Plus Code,Source,Owner First Name,Owner Last Name
Hardware store,,RIVET ST HDWE,(508) 994-3211,,,,20,4.5,,,,,,,,,,,,"315 Rivet St, New Bedford, MA 02744",New Bedford,BRISTOL,MA,,"J3CC+2G New Bedford, Massachusetts",Google Maps,,
Countertop store,,Top Shop,(508) 909-5105,,,,,2.0,,,,,,,,,,,,"521 Main St, Cherry Valley, MA 01611",Cherry Valley,WORCESTER,MA,,"64Q7+XM Cherry Valley, Leicester, MA",Google Maps,,
Cabinet maker,,New England Caseworks,(781) 932-4180,,newenglandcaseworks.com,,2,3.0,,,,,,,,,,,,"460 Wildwood Ave, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"FVW5+CM Woburn, Massachusetts",Google Maps,,
Hardware store,,Stadler Hardware,(413) 323-4521,,acestadler.com,,136,4.8,,,,,,,,,,,,"3 Stadler St, Belchertown, MA 01007",Belchertown,HAMPSHIRE,MA,,"7HCR+R5 Belchertown, Massachusetts",Google Maps,,
Contractor,,Kitchens And Bath,(508) 758-8693,,kitchensandbathsmattapoisett.com,,10,4.7,,,,,,,,,,,,"33 County Rd, Mattapoisett, MA 02739",Mattapoisett,PLYMOUTH,MA,,"M57P+FH Mattapoisett, Massachusetts",Google Maps,,
Granite supplier,,Sam's Countertops,(617) 637-1376,,samscountertops.com,,9,5.0,,,,,,,,,,,,"22 Daniel Dr, North Easton, MA 02356",North Easton,BRISTOL,MA,,"2VXC+G3 North Easton, Easton, MA",Google Maps,,
Cabinet store,,Z&H Kitchen Cabinetry Inc.,(781) 812-0738,,,,9,3.6,,,,,,,,,,,,"373 Washington St, Weymouth, MA 02188",Weymouth,NORFOLK,MA,,"626Q+8X Weymouth, Massachusetts",Google Maps,,
Granite supplier,,Select Marble and Granite,(978) 717-5908,,selectmarbleandgranites.com,,25,4.2,,,,,,,,,,,,"147 Summit St, Peabody, MA 01960",Peabody,ESSEX,MA,,"G29W+RJ Peabody, Massachusetts",Google Maps,,
Countertop store,,Absolute Tile Marble & Cabinets,(978) 369-3055,,absolutetilemarbleandcabinets.com,,49,4.9,,,,,,,,,,,,"583 Massachusetts Ave, Acton, MA 01720",Acton,MIDDLESEX,MA,,"FGGG+H6 Acton, Massachusetts",Google Maps,,
Hardware store,,County Line True Value Hardwar,(413) 245-7507,,truevalue.com,,58,4.6,,,,,,,,,,,,"341 Sturbridge Rd, Brimfield, MA 01010",Brimfield,HAMPDEN,MA,,"4V63+9P Brimfield, Massachusetts",Google Maps,,
Cannabis store,,Ascend Cannabis Outlet - New Bedford,(508) 418-6836,,letsascend.com,,499,4.2,,,,,,,,,,,,"95 Coggeshall St, New Bedford, MA 02746",New Bedford,BRISTOL,MA,,"M34H+GV New Bedford, Massachusetts",Google Maps,,
Kitchen remodeler,,New England Home Cabinetry LLC,(508) 344-5860,,nehcab.com,,7,5.0,,,,,,,,,,,,"76 Lake St, Webster, MA 01570",Webster,WORCESTER,MA,,"24XG+8R Webster, Massachusetts",Google Maps,,
Flooring contractor,,Stephen's Custom Floor Covering,(978) 362-3090,,stephenscustomfloors.com,,16,4.5,,,,,,,,,,,,"630 Boston Rd, Billerica, MA 01821",Billerica,MIDDLESEX,MA,,"GPVW+HQ Billerica, Massachusetts",Google Maps,,
Countertop store,,New View Marble and Granite,(508) 541-3909,,newviewgranite.com,,14,4.7,,,,,,,,,,,,"1 Master Dr, Franklin, MA 02038",Franklin,NORFOLK,MA,,"3HMQ+M3 Franklin, Massachusetts",Google Maps,,
Medical office,,Pathway To Better Health,(978) 487-6783,,apathwaytobetterhealth.com,,17,5.0,,,,,,,,,,,,"97 Central St # 303, Lowell, MA 01852",Lowell,MIDDLESEX,MA,,"JMVR+MG Lowell, Massachusetts",Google Maps,,
Kitchen remodeler,,JB Kitchens & Baths,(781) 335-3218,,jbkitchens.com,,31,4.6,,,,,,,,,,,,"1202 Main St, Weymouth, MA 02190",Weymouth,NORFOLK,MA,,"527W+63 Weymouth, Massachusetts",Google Maps,,
Countertop contractor,,MSA Granite,(833) 832-6672,,msagranite.com,,4,4.0,,,,,,,,,,,,"244 Liberty St STE 7, Brockton, MA 02301",Brockton,PLYMOUTH,MA,,"3W2R+M4 Brockton, Massachusetts",Google Maps,,
Flooring store,,GENROSE Stone and Tile | Ipswich MA,(978) 380-6268,,genrose.com,,14,4.9,,,,,,,,,,,,"78 Turnpike Rd, Ipswich, MA 01938",Ipswich,ESSEX,MA,,"M3PJ+QR Ipswich, Massachusetts",Google Maps,,
Granite supplier,,"Capital Granite & Marble, LLc",(617) 699-0114,,newcapitalgranite.com,,11,5.0,,,,,,,,,,,,"6 Ledge Rock Way unit 6, Acton, MA 01720",Acton,MIDDLESEX,MA,,"GH7Q+R4 Acton, Massachusetts",Google Maps,,
Trailer dealer,,Trailers of New England,(413) 289-1211,,trailersofnewengland.com,,55,4.9,,,,,,,,,,,,"388 Boston Rd, Palmer, MA 01069",Palmer,HAMPDEN,MA,,"5J3H+96 Palmer, Massachusetts",Google Maps,,
Home improvement store,,Chic Home & Antiques,(508) 965-0278,,,,,1.0,,,,,,,,,,,,"7 Maplewood St, Mattapoisett, MA 02739",Mattapoisett,PLYMOUTH,MA,,,Google Maps,,
Cabinet store,,Kitchens of Distinction,(413) 727-3416,,kodkitchens.com,,5,5.0,,,,,,,,,,,,"139 Damon Rd, Northampton, MA 01060",Northampton,HAMPSHIRE,MA,,"89Q9+9G Northampton, Massachusetts",Google Maps,,
Bathroom remodeler,,QualityBuilt Construction,(781) 309-8388,,qualitybuiltconstr.com,,23,5.0,,,,,,,,,,,,"37 Montvale Ave, Stoneham, MA 02180",Stoneham,MIDDLESEX,MA,,"FVJW+WM Stoneham, Massachusetts",Google Maps,,
Granite supplier,,Proline Services Inc,(508) 407-8939,,prolineserv.com,,15,5.0,,,,,,,,,,,,"5 Industrial Park Rd W, Oxford, MA 01540",Oxford,WORCESTER,MA,,"34QM+22 Oxford, Massachusetts",Google Maps,,
Stone supplier,,TM Natural Stone & Quartz,(978) 881-8473,,tmnaturalstone.com,,58,5.0,,,,,,,,,,,,"183 Ferry Rd Unit J, Haverhill, MA 01835",Haverhill,ESSEX,MA,,"QV4P+CV Haverhill, Massachusetts",Google Maps,,
Countertop store,,BirchBarn Designs,(781) 923-0739,,birchbarndesigns.com,,39,5.0,,,,,,,,,,,,"13 Ford Pl UNIT 5, Scituate, MA 02066",Scituate,PLYMOUTH,MA,,"57H2+6R Scituate, Massachusetts",Google Maps,,
Kitchen remodeler,,Norfolk Multi Family - Cabinets and Countertops,(617) 313-5050,,norfolkmultifamily.com,,,,,,,,,,,,,,,"140 Campanelli Dr, Braintree, MA 02184",Braintree,NORFOLK,MA,,"6X39+HX Braintree, Massachusetts",Google Maps,,
Marble supplier,,A Marble & Granite,(978) 356-3052,,,,6,3.5,,,,,,,,,,,,"51 Avery St, Ipswich, MA 01938",Ipswich,ESSEX,MA,,"M4VX+CC Ipswich, Massachusetts",Google Maps,,
Kitchen remodeler,,Kitchen & Bath Center,(617) 934-8330,,kitchennbathcenter.com,,14,5.0,,,,,,,,,,,,"2 Central St Suite 111, Framingham, MA 01701",Framingham,MIDDLESEX,MA,,"8HFX+XV Framingham, Massachusetts",Google Maps,,
Bathroom remodeler,,Miracle Method Surface Refinishing,(413) 238-1442,,miraclemethod.com,,51,4.5,,,,,,,,,,,,"33 Grattan St, Chicopee, MA 01020",Chicopee,HAMPDEN,MA,,"5C68+8Q Chicopee, Massachusetts",Google Maps,,
Supermarket,,Seabra Foods New BedFord,(508) 991-2505,,seabrafoods.com,,562,4.0,,,,,,,,,,,,"41 Rockdale Ave, New Bedford, MA 02740",New Bedford,BRISTOL,MA,,,Google Maps,,
Cabinet store,,Budget Cabinets,(413) 789-2074,,alliedflooringandpaint.com,,73,4.3,,,,,,,,,,,,"300 Main St, Agawam, MA 01001",Agawam,HAMPDEN,MA,,"39JM+X6 Agawam, Massachusetts",Google Maps,,
Kitchen remodeler,,Today's Kitchens & Baths,(781) 258-1172,,todayskbd.com,,,,,,,,,,,,,,,"240 Bedford St, Lexington, MA 02420",Lexington,MIDDLESEX,MA,,"FQ65+VX Lexington, Massachusetts",Google Maps,,
Building materials store,,Design Granites,(508) 499-7271,,designgranites.com,,20,4.8,,,,,,,,,,,,"12 Wellington St, Webster, MA 01570",Webster,WORCESTER,MA,,"3427+6H Webster, Massachusetts",Google Maps,,
Countertop contractor,,Genesis Stone corp,(339) 298-0755,,,,11,5.0,,,,,,,,,,,,"1429 Osgood St, North Andover, MA 01845",North Andover,ESSEX,MA,,"PVGQ+FF North Andover, Massachusetts",Google Maps,,
Countertop store,,Padco Countertop Company/ Replacement countertops,(781) 828-1177,,padcocountertops.com,,,,,,,,,,,,,,,"130 Jackson St, Canton, MA 02021",Canton,NORFOLK,MA,,"5R7V+8W Canton, Massachusetts",Google Maps,,
Countertop store,,"Galaxy Stone, Inc.",(617) 461-2790,,galaxystoneinc.com,,5,4.2,,,,,,,,,,,,"23 Noel St, Amesbury, MA 01913",Amesbury,ESSEX,MA,,"V32C+FW Amesbury, Massachusetts",Google Maps,,
Building materials supplier,,"Building Supplies Outlet, Inc.",(978) 977-9801,,buildingsuppliesoutlet.com,,169,4.6,,,,,,,,,,,,"20 Webster St # 2, Peabody, MA 01960",Peabody,ESSEX,MA,,"G3HH+G8 Peabody, Massachusetts",Google Maps,,
Granite supplier,,Granite Guy Inc,(508) 460-7900,,graniteguyinc.com,,140,5.0,,,,,,,,,,,,"43 Turnpike Rd, Southborough, MA 01772",Southborough,WORCESTER,MA,,"7FWX+98 Southborough, Massachusetts",Google Maps,,
Appliance store,,Salemi Appliance,(413) 739-7904,,salemiappliance.com,,76,4.3,,,,,,,,,,,,"112 Boston Rd, Springfield, MA 01109",Springfield,HAMPDEN,MA,,"4FG7+3G Springfield, Massachusetts",Google Maps,,
Remodeler,,KFK Renovations,(508) 642-0435,,,,6,4.3,,,,,,,,,,,,"135A Cadmans Neck Rd, Westport, MA 02790",Westport,BRISTOL,MA,,"HW7P+24 Westport, Massachusetts",Google Maps,,
Cabinet store,,Valley Kitchens,(413) 527-1500,,vkitchens.com,,8,5.0,,,,,,,,,,,,"51 A1 Holyoke St, Easthampton, MA 01027",Easthampton,HAMPSHIRE,MA,,"785Q+VV Easthampton, Massachusetts",Google Maps,,
Bathroom remodeler,,One Way Refinishing,(978) 483-7262,,oneway-refinishing.com,,38,5.0,,,,,,,,,,,,"1909 Middlesex St #63R, Lowell, MA 01851",Lowell,MIDDLESEX,MA,,"JJPR+72 Lowell, Massachusetts",Google Maps,,
Home improvement store,,Prosource of Springfield-MA,(413) 213-2906,,prosourcewholesale.com,,32,4.8,,,,,,,,,,,,"149 Carando Dr, Springfield, MA 01104",Springfield,HAMPDEN,MA,,"4FW8+8X Springfield, Massachusetts",Google Maps,,
Countertop store,,K&B Granite & Marble,(978) 536-4434,,kbgranite.com,,21,4.8,,,,,,,,,,,,"474 Lowell St, Peabody, MA 01960",Peabody,ESSEX,MA,,"G2RG+9M Peabody, Massachusetts",Google Maps,,
Warehouse club,,BJ's Wholesale Club,(857) 403-2002,,bjs.com,,273,3.8,,,,,,,,,,,,"200 Crown Colony Dr, Quincy, MA 02169",Quincy,NORFOLK,MA,,"6XJQ+X8 Quincy, Massachusetts",Google Maps,,
Countertop store,,Athena Marble & Granite,(978) 914-7614,,athenamarblegranite.com,,8,5.0,,,,,,,,,,,,"Rogers Rd, Haverhill, MA 01835",Haverhill,ESSEX,MA,,"QV6Q+C3 Haverhill, Massachusetts",Google Maps,,
Construction company,,Highline Marble & Granite Inc,(978) 618-7592,,highlinemgp.com,,19,5.0,,,,,,,,,,,,"54 Knox Trail, Acton, MA 01720",Acton,MIDDLESEX,MA,,"CHXG+V3 Acton, Massachusetts",Google Maps,,
Building materials store,,Nuovoglass,(978) 432-1093,,nuovoglass.com,,,,,,,,,,,,,,,"22 Mitchell Rd, Ipswich, MA 01938",Ipswich,ESSEX,MA,,"M4WX+32 Ipswich, Massachusetts",Google Maps,,
Appliance store,,Cluett's Ludlow,(413) 610-1374,,cluetts.net,,42,4.5,,,,,,,,,,,,"433 Center St #29, Ludlow, MA 01056",Ludlow,HAMPDEN,MA,,"5G98+FM Ludlow, Massachusetts",Google Maps,,
Natural goods store,,Down To Earth Natural Foods,(508) 996-1995,,,,131,4.8,,,,,,,,,,,,"751 Kempton St, New Bedford, MA 02740",New Bedford,BRISTOL,MA,,"J3P3+9R New Bedford, Massachusetts",Google Maps,,
Contractor,,Cabinet Resources,(508) 832-3789,,,,5,3.6,,,,,,,,,,,,"693 Southbridge St, Auburn, MA 01501",Auburn,WORCESTER,MA,,"54MR+HV Auburn, Massachusetts",Google Maps,,
Woodworker,,Detail Woodworking,(617) 323-8100,,detailwoodworking.com,,6,5.0,,,,,,,,,,,,"19 Linnell Cir, Billerica, MA 01821",Billerica,MIDDLESEX,MA,,"GPHX+V9 Billerica, Massachusetts",Google Maps,,
Cabinet store,,Mid-State Kitchens,(508) 845-1083,,mid-statekitchens.com,,24,4.5,,,,,,,,,,,,"479 Hartford Turnpike, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"774W+W6 Shrewsbury, Massachusetts",Google Maps,,
Marble contractor,,Final Seal Pros,(781) 281-8177,,finalsealpros.com,,51,5.0,,,,,,,,,,,,"323 Andover St Building 1 Suite 10, Wilmington, MA 01887",Wilmington,MIDDLESEX,MA,,"HVX3+5Q Wilmington, Massachusetts",Google Maps,,
Tile contractor,,Tony & Son Tile,(781) 397-9850,,,,,5.0,,,,,,,,,,,,"48 Haynes St, Boston, MA 02128",Boston,SUFFOLK,MA,,"9X87+H4 Boston, Massachusetts",Google Maps,,
Kitchen remodeler,,Thomas Michaels Kitchens,(781) 871-2007,,tmkitchens.com,,,,,,,,,,,,,,,"1209 Bedford St, Abington, MA 02351",Abington,PLYMOUTH,MA,,"42PX+QV Abington, Massachusetts",Google Maps,,
Building materials store,,Koopman Lumber & Hardware Indian Orchard,(413) 543-4100,,koopmanlumber.com,,58,4.6,,,,,,,,,,,,"476 Oak St, Indian Orchard, MA 01151",Indian Orchard,HAMPDEN,MA,,"4GW3+QM Indian Orchard, Springfield, MA",Google Maps,,
Countertop store,,Magic Touch Countertops,(508) 448-3535,,magictouchcountertops.com,,42,5.0,,,,,,,,,,,,"46 Morton St, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HHW+HJ Framingham, Massachusetts",Google Maps,,
Home improvement store,,O'verlays,(844) 968-3752,,myoverlays.com,,11,4.6,,,,,,,,,,,,"58 Mills, 58 Pulaski St Building B, Peabody, MA 01960",Peabody,ESSEX,MA,,"G3RG+FG Peabody, Massachusetts",Google Maps,,
Self-storage facility,,U-Haul Moving & Storage at Church St,(508) 996-0761,,uhaul.com,,56,4.2,,,,,,,,,,,,"445 Church St, New Bedford, MA 02745",New Bedford,BRISTOL,MA,,"M3G6+H8 New Bedford, Massachusetts",Google Maps,,
Home improvement store,,Aidan Home Improvement,(413) 331-4401,,,,,3.0,,,,,,,,,,,,"153 Pleasant St, Granby, MA 01033",Granby,HAMPSHIRE,MA,,"6FP6+HP Granby, Massachusetts",Google Maps,,
Kitchen remodeler,,McGuire + Co. Kitchen & Bath,(781) 243-4141,,mcguirekitchenbath.com,,34,5.0,,,,,,,,,,,,"239 North Ave, Wakefield, MA 01880",Wakefield,MIDDLESEX,MA,,"GW2F+XR Wakefield, Massachusetts",Google Maps,,
Granite supplier,,"Stonegate Marble & Granite, Inc.",(508) 865-9800,,stonegatemarbleandgranite.com,,16,4.5,,,,,,,,,,,,"75 Worcester-Providence Turnpike, Sutton, MA 01590",Sutton,WORCESTER,MA,,"5792+HR Sutton, Massachusetts",Google Maps,,
Kitchen remodeler,,"Kitchen Tune-Up Peabody, MA",(978) 587-7957,,kitchentuneup.com,,73,4.9,,,,,,,,,,,,"12 Lenox Rd, Peabody, MA 01960",Peabody,ESSEX,MA,,"G3QJ+24 Peabody, Massachusetts",Google Maps,,
Bathroom remodeler,,Reglazing Specialists LLC,(617) 909-5514,,reglazingspecialists.com,,8,4.9,,,,,,,,,,,,"21 Highland Ave, Everett, MA 02149",Everett,MIDDLESEX,MA,,"CW8V+56 Everett, Massachusetts",Google Maps,,
Hardware store,,Irving's Home Center,(508) 583-4421,,irvingshomecenter.com,,110,4.6,,,,,,,,,,,,"10 N Main St, Brockton, MA 02301",Brockton,PLYMOUTH,MA,,"3XPH+7W Brockton, Massachusetts",Google Maps,,
Wood supplier,,Russell-Zuhl: Premium Petrified Wood Specimens for Display & Collection,(413) 427-1277,,russellzuhl.com,,8,5.0,,,,,,,,,,,,"60 Appleton St, Holyoke, MA 01040",Holyoke,HAMPDEN,MA,,"692X+39 Holyoke, Massachusetts",Google Maps,,
Natural stone supplier,,Onyx Marble & Granite,(508) 620-0775,,onyxgranite.com,,78,4.9,,,,,,,,,,,,"93 Beaver St, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HFR+XX Framingham, Massachusetts",Google Maps,,
Cabinet store,,Oceanside Cabinets,(781) 639-4199,,oceansidecabinets.com,,3,3.7,,,,,,,,,,,,"28 Hawkes St, Marblehead, MA 01945",Marblehead,ESSEX,MA,,"F4XW+Q4 Marblehead, Massachusetts",Google Maps,,
Plumber,,JSP Plumbing & Heating,(774) 227-4260,,jspplumbingandheatingma.com,,104,5.0,,,,,,,,,,,,"13 Industrial Dr, Mattapoisett, MA 02739",Mattapoisett,PLYMOUTH,MA,,"M5JQ+9Q Mattapoisett, Massachusetts",Google Maps,,
Countertop store,,Payne & Picard,(413) 527-6268,,,,3,3.7,,,,,,,,,,,,"122 Pleasant St #1118, Easthampton, MA 01027",Easthampton,HAMPSHIRE,MA,,"78FQ+84 Easthampton, Massachusetts",Google Maps,,
Flooring store,,Orazio Tile & Flooring Boutique,(781) 722-7011,,oraziotile.com,,,,,,,,,,,,,,,"742 Main St, Winchester, MA 01890",Winchester,MIDDLESEX,MA,,"FV56+2C Winchester, Massachusetts",Google Maps,,
Appliance store,,"Whitco Sales, Inc.",(508) 885-9343,,whitcosales.com,,472,4.5,,,,,,,,,,,,"140 Main St, Spencer, MA 01562",Spencer,WORCESTER,MA,,"62V4+F9 Spencer, Massachusetts",Google Maps,,
Cabinet store,,B&G Cabinet,(978) 465-6455,,bgcabinet.com,,34,4.6,,,,,,,,,,,,"253 Low St # 8, Newburyport, MA 01950",Newburyport,ESSEX,MA,,"R39V+93 Newburyport, Massachusetts",Google Maps,,
Hardware store,,Shirley True Value Hardware,(617) 846-2050,,stores.truevalue.com,,61,4.8,,,,,,,,,,,,"472 Shirley St, Winthrop, MA 02152",Winthrop,SUFFOLK,MA,,"92FH+4H Winthrop, Massachusetts",Google Maps,,
Stone supplier,,Quartz and Granite Pro Inc,(508) 297-0138,,quartzandgranitepro.com,,74,5.0,,,,,,,,,,,,"Norfolk Ave Entrance -Behind, 15 Plymouth Dr G Rear, South Easton, MA 02375",South Easton,BRISTOL,MA,,"2WWC+JP South Easton, Easton, MA",Google Maps,,
Home improvement store,,Beacon Sales Co,(413) 750-1023,,,,,5.0,,,,,,,,,,,,"75 Cadwell Dr, Springfield, MA 01104",Springfield,HAMPDEN,MA,,"5F25+WQ Springfield, Massachusetts",Google Maps,,
Countertop store,,Universal Countertop,(508) 329-5229,,universalcountertop.com,,238,4.8,,,,,,,,,,,,"161 Turnpike Rd, Westborough, MA 01581",Westborough,WORCESTER,MA,,"79PP+4G Westborough, Massachusetts",Google Maps,,
Tile store,,"Fitzgerald Stone & More, Inc.",(978) 504-5524,,peabodytile.com,,51,4.7,,,,,,,,,,,,"108 Newbury St E, Peabody, MA 01960",Peabody,ESSEX,MA,,"G2M5+58 Peabody, Massachusetts",Google Maps,,
Antique store,,Acushnet River Antiques LLC,(508) 992-8878,,acushnetriverantiquesllc.com,,268,4.4,,,,,,,,,,,,"50 Kilburn St, New Bedford, MA 02740",New Bedford,BRISTOL,MA,,"M33G+2Q New Bedford, Massachusetts",Google Maps,,
Flooring store,,LL Flooring - Store Liquidation,(413) 349-4064,,llflooring.com,,31,4.4,,,,,,,,,,,,"10 West St, West Hatfield, MA 01088",West Hatfield,HAMPSHIRE,MA,,"9997+38 West Hatfield, Massachusetts",Google Maps,,
Construction company,,"HKF Construction, Inc.",(857) 266-8633,,hkfmedford.com,,57,5.0,,,,,,,,,,,,"284 Boston Ave, Medford, MA 02155",Medford,MIDDLESEX,MA,,"CV7G+7F Medford, Massachusetts",Google Maps,,
Construction equipment supplier,,"L & R Sales, Inc.",(800) 252-8671,,landrsales.com,,16,4.6,,,,,,,,,,,,"1040 Southbridge St, Worcester, MA 01610",Worcester,WORCESTER,MA,,"65JJ+7M Worcester, Massachusetts",Google Maps,,
Countertop store,,Timeless Stoneworks,(508) 866-8460,,timelessstoneworks.com,,35,4.9,,,,,,,,,,,,"316 Tremont St, Carver, MA 02330",Carver,PLYMOUTH,MA,,"R6HX+32 Carver, Massachusetts",Google Maps,,
Kitchen remodeler,,Affordable Cabinet Refacing,(800) 277-1960,,affordablecabinetrefacing.com,,71,4.9,,,,,,,,,,,,"18 Dundee Park Dr #10, Andover, MA 01810",Andover,ESSEX,MA,,"PV34+R8 Andover, Massachusetts",Google Maps,,
Showroom,,Schumacher,(617) 482-9165,,fschumacher.com,,18,5.0,,,,,,,,,,,,"The Innovation and Design Building, 1 Design Center Pl #529, Boston, MA 02210",Boston,SUFFOLK,MA,,,Google Maps,,
Fruit and vegetable store,,Dickinson Farm and Greenhouse,(413) 467-3794,,dickinsonsfarm.com,,95,4.7,,,,,,,,,,,,"309 E State St, Granby, MA 01033",Granby,HAMPSHIRE,MA,,"7F7V+2C Granby, Massachusetts",Google Maps,,
Cabinet maker,,Atlantic Cabinet Refacing,(781) 221-0334,,atlanticrefacing.com,,31,5.0,,,,,,,,,,,,"Burlington, MA 01803",Burlington,MIDDLESEX,MA,,"GR33+XP Burlington, Massachusetts",Google Maps,,
Kitchen remodeler,,A. Moutsoulas Home Improvement Services,(978) 314-4191,,amoutsoulashomeimprovementservice.com,,29,5.0,,,,,,,,,,,,"11 Stockton Rd #3450, Peabody, MA 01960",Peabody,ESSEX,MA,,"HX2C+4M Peabody, Massachusetts",Google Maps,,
Tobacco shop,,Expo's III,(508) 999-1125,,,,150,4.5,,,,,,,,,,,,"1643 Acushnet Ave, New Bedford, MA 02746",New Bedford,BRISTOL,MA,,"M38C+2C New Bedford, Massachusetts",Google Maps,,
Lumber store,,Cowls Building Supply,(413) 549-0001,,cowlsbuildingsupply.com,,61,4.6,,,,,,,,,,,,"125 Sunderland Rd, Amherst, MA 01059",North Amherst,HAMPSHIRE,MA,,"CF79+Q9 Amherst, Massachusetts",Google Maps,,
Kitchen remodeler,,Bravo Kitchens,(781) 662-7080,,bravokitchens.net,,2,5.0,,,,,,,,,,,,"470 Franklin St, Melrose, MA 02176",Melrose,MIDDLESEX,MA,,"FW9J+FM Melrose, Massachusetts",Google Maps,,
Kitchen remodeler,,"CORE Remodeling Services, Inc.",(888) 959-2673,,coreremodelingservices.com,,59,4.9,,,,,,,,,,,,"41 Boylston St, Worcester, MA 01605",Worcester,WORCESTER,MA,,"862M+9X Worcester, Massachusetts",Google Maps,,
Marble supplier,,Plymouth Marble & Granite,(508) 747-2483,,plymouthmarble.com,,31,4.9,,,,,,,,,,,,"149 Camelot Dr, Plymouth, MA 02360",Plymouth,PLYMOUTH,MA,,"W9H3+QG Plymouth, Massachusetts",Google Maps,,
Marble contractor,,Advance Marble & Granite,(508) 556-4402,,advancegranitetops.com,,35,4.9,,,,,,,,,,,,"2 Katie Marie Dr, Buzzards Bay, MA 02532",Buzzards Bay,BARNSTABLE,MA,,"PC58+X8 Bourne, Massachusetts",Google Maps,,
Cabinet store,,Creative Design Interiors Kitchen and Bath,(781) 395-6300,,cdikitchens.com,,21,5.0,,,,,,,,,,,,"134 Mystic Ave, Medford, MA 02155",Medford,MIDDLESEX,MA,,"CV6V+3J Medford, Massachusetts",Google Maps,,
Landscaping supply store,,ROAR Inc.,(413) 642-3717,,getmoreatroar.com,,33,4.9,,,,,,,,,,,,"1100 E Mountain Rd, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"47VX+X3 Westfield, Massachusetts",Google Maps,,
Cabinet maker,,Essex Bay Cabinetry and Design,(978) 352-0349,,essexbaycabinetry.com,,11,5.0,,,,,,,,,,,,"132 Tenney St, Georgetown, MA 01833",Georgetown,ESSEX,MA,,"P2GX+G3 Georgetown, Massachusetts",Google Maps,,
Marble supplier,,Watertown Countertops,(617) 952-9715,,,,,,,,,,,,,,,,,"660 Arsenal St Suite B, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9R7X+25 Watertown, Massachusetts",Google Maps,,
Grocery store,,Giammalvo's Market,(508) 997-9373,,,,417,4.5,,,,,,,,,,,,"1914 Purchase St, New Bedford, MA 02740",New Bedford,BRISTOL,MA,,"M32C+F8 New Bedford, Massachusetts",Google Maps,,
Appliance store,,Manny's Appliances,(413) 585-8544,,mannystv.com,,139,4.5,,,,,,,,,,,,"41 Russell St, Hadley, MA 01035",Hadley,HAMPSHIRE,MA,,"89QV+J3 Hadley, Massachusetts",Google Maps,,
Countertop store,,International Stone Inc. and Stone Decor Galleria,(781) 343-1275,,internationalstoneinc.com,,,,,,,,,,,,,,,"15 Normac Rd, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"FVX9+R8 Woburn, Massachusetts",Google Maps,,
General contractor,,Bridgers Construction,(774) 262-3904,,,,7,5.0,,,,,,,,,,,,"9 Boynton Pkwy, Paxton, MA 01612",Paxton,WORCESTER,MA,,"74P9+52 Paxton, Massachusetts",Google Maps,,
Kitchen remodeler,,Cape & Island Kitchens,(508) 888-4762,,capekitchens.com,,114,4.9,,,,,,,,,,,,"99 State Rd, Sagamore Beach, MA 02562",Sagamore Beach,BARNSTABLE,MA,,"QFR4+GC Sagamore Beach, Bourne, MA",Google Maps,,
Stone supplier,,Stone Innovations,(508) 454-1120,,,,,,,,,,,,,,,,,"Manley St, West Bridgewater, MA 02379",West Bridgewater,PLYMOUTH,MA,,"2WPV+G6 West Bridgewater, Massachusetts",Google Maps,,
Granite supplier,,Classic Rock Marble & Granite,(978) 304-7777,,classicrockstones.com,,91,4.8,,,,,,,,,,,,"110c Park St, Beverly, MA 01915",Beverly,ESSEX,MA,,"H428+M9 Beverly, Massachusetts",Google Maps,,
Pond contractor,,"Picture Perfect Ponds, Inc.",(413) 534-5781,,pictureperfectponds.com,,102,4.9,,,,,,,,,,,,"1911 E Mountain Rd, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"58C6+5M Westfield, Massachusetts",Google Maps,,
Siding contractor,,First Choice Construction,(978) 922-3949,,firstchoiceconstruction.com,,32,5.0,,,,,,,,,,,,"88 Elliott St, Beverly, MA 01915",Beverly,ESSEX,MA,,"H438+VW Beverly, Massachusetts",Google Maps,,
Marble supplier,,World Marble & Granite,(617) 600-4601,,,,3,2.7,,,,,,,,,,,,"635 Main St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9QFW+9M Watertown, Massachusetts",Google Maps,,
Bakery,,The Baker - New Bedford,(774) 202-1901,,thebakernb.com,,559,4.8,,,,,,,,,,,,"562 Pleasant St, New Bedford, MA 02740",New Bedford,BRISTOL,MA,,"J3MF+R7 New Bedford, Massachusetts",Google Maps,,
